OTU ID,KY001V1,KY002V1,KY003V1,KY005V1,KY007V1,KY008V1,KY009V1,KY010V1,KY011V1,KY012V1,KY014V1,KY015V1,KY016V1,KY017V1,KY018V1,KY021V1,KY022V1,KY023V1,KY024V1,KY025V1,KY027V1,KY029V1,KY030V1,KY032V1,KY033V1,KY034V1,KY035V1,KY036V1,KY038V1,KY039V1,KY041V1,KY043V1,KY044V1,KY045V1,KY046V1,KY047V1,KY050V1,KY057V1,KY058V1,KY059V1,KY060V1,KY068V1,KY069V1,KY070V1,KY071V1,KY072V1,KY073V1,KY074V1,KY075V1,KY076V1,KY078V1,KY086V1,KY087V1,KY088V1,KY089V1,KY091V1,KY092V1,KY093V1,KY094V1,KY095V1,KY099V1,KY101V1,KY102V1,KY107V1,KY112V1,KY114V1,KY115V1,KY117V1,KY119V1,KY120V1,KY121V1,KY002V2,KY003V2,KY009V2,KY012V2,KY014V2,KY015V2,KY016V2,KY017V2,KY018V2,KY022V2,KY023V2,KY024V2,KY027V2,KY029V2,KY030V2,KY033V2,KY034V2,KY035V2,KY036V2,KY038V2,KY039V2,KY041V2,KY043V2,KY044V2,KY046V2,KY047V2,KY050V2,KY057V2,KY058V2,KY059V2,KY060V2,KY068V2,KY069V2,KY070V2,KY073V2,KY075V2,KY087V2,KY088V2,KY089V2,KY091V2,KY092V2,KY093V2,KY094V2,KY095V2,KY099V2,KY101V2,KY102V2,KY107V2,KY112V2,KY114V2,KY115V2,KY117V2,KY119V2,KY120V2,KY121V2,KY002V3,KY003V3,KY009V3,KY012V3,KY014V3,KY015V3,KY016V3,KY017V3,KY018V3,KY022V3,KY023V3,KY024V3,KY027V3,KY029V3,KY030V3,KY033V3,KY034V3,KY035V3,KY036V3,KY038V3,KY039V3,KY041V3,KY043V3,KY044V3,KY046V3,KY047V3,KY050V3,KY057V3,KY058V3,KY059V3,KY060V3,KY068V3,KY069V3,KY070V3,KY073V3,KY075V3,KY087V3,KY088V3,KY089V3,KY091V3,KY092V3,KY093V3,KY094V3,KY095V3,KY099V3,KY101V3,KY102V3,KY107V3,KY112V3,KY114V3,KY115V3,KY117V3,KY119V3,KY120V3,KY121V3,KY002V0,KY003V0,KY004V0,KY005V0,KY006V0,KY007V0,KY008V0,KY010V0,KY011V0,KY012V0,KY013V0,KY015V0,KY016V0,KY018V0,KY019V0,KY020V0,KY022V0,KY023V0,KY024V0,KY025V0,KY026V0,KY027V0,KY028V0,KY030V0,KY031V0,KY032V0,KY033V0,KY034V0,KY037V0,KY038V0,KY039V0,KY041V0,KY042V0,KY044V0,KY046V0,KY047V0,KY050V0,KY052V0,KY054V0,KY055V0,KY058V0,KY059V0,KY061V0,KY064V0,KY065V0,KY066V0,KY067V0,KY068V0,KY069V0,KY070V0,KY071V0,KY072V0,KY073V0,KY074V0,KY075V0,KY076V0,KY077V0,KY078V0,KY080V0,KY081V0,KY087V0,KY091V0,KY092V0,KY095V0,KY096V0,KY097V0,KY098V0,KY099V0,KY102V0,KY103V0,KY104V0,KY105V0,KY106V0,KY108V0,KY110V0,KY115V0,KY116V0,KY119V0,KY121V0,KY122V0,KY131V0,KY132V0,KY133V0,KY135V0,KY136V0,KY138V0,KY139V0,KY140V0,KY141V0,KY142V0,KY143V0,KY144V0,KY148V0,KY150V0,KY151V0,KY152V0,KY154V0,KY156V0,KY161V0,KY162V0,KY163V0,KY167V0,KY175V0,KY180V0,KY002V4,KY003V4,KY009V4,KY012V4,KY015V4,KY016V4,KY017V4,KY018V4,KY022V4,KY023V4,KY024V4,KY027V4,KY029V4,KY030V4,KY033V4,KY034V4,KY035V4,KY036V4,KY038V4,KY039V4,KY041V4,KY043V4,KY044V4,KY046V4,KY047V4,KY050V4,KY057V4,KY058V4,KY059V4,KY060V4,KY068V4,KY069V4,KY070V4,KY073V4,KY087V4,KY088V4,KY089V4,KY091V4,KY092V4,KY093V4,KY094V4,KY095V4,KY099V4,KY101V4,KY102V4,KY107V4,KY112V4,KY114V4,KY115V4,KY117V4,KY119V4,KY120V4
Achromobacter xylosoxidans,0,0,0,0,0,0,0.000103573,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0.000103573,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0.000207147,0,0,0.000103573,0,0.001139306,0,0,0,0.000103573,0,0,0,0.000103573,0.000207147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0.000103573,0,0,0,0,0,0.000103573,0.000103573,0,0,0,0,0,0,0,0,0.000207147,0,0,0,0,0,0,0,0,0.000103573,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0.000103573,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0.000828586,0,0,0,0,0,0,0,0,0,0,0.001035733,0,0,0.001967892,0,0,0,0.001035733,0,0.000103573,0,0.000103573,0.00062144,0,0,0,0,0,0,0,0,0.000103573,0,0,0.002485759,0,0,0,0,0,0,0,0,0,0
Acinetobacter johnsonii,0,0,0,0,0.000207147,0,0,0,0,0,0.00031072,0,0.00031072,0,0.000103573,0.000103573,0.000103573,0,0.00031072,0.000103573,0.000207147,0,0.000207147,0,0,0,0,0.000207147,0.000103573,0,0,0,0.000103573,0,0,0,0.000103573,0,0,0,0.000103573,0.000207147,0,0,0,0,0,0,0.000103573,0,0,0.000207147,0,0,0,0.000103573,0,0,0,0,0.000207147,0,0.000103573,0,0,0.000207147,0.000207147,0.00031072,0,0,0.000103573,0,0,0,0,0.000207147,0.000103573,0,0,0,0.000103573,0.000207147,0,0.000103573,0,0,0.000103573,0.000103573,0,0.00031072,0,0.000103573,0.000414293,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0.000103573,0,0.00031072,0,0,0.000103573,0,0.000207147,0,0,0,0,0.000207147,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0.00062144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0.000103573,0,0,0,0.000103573,0,0.000103573,0,0,0,0,0.000103573,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0.000207147,0,0,0.000828586,0.000207147,0,0,0,0,0,0,0.002382185,0,0,0.000517866,0,0.000517866,0.000414293,0,0.000103573,0,0.000103573,0.000103573,0,0,0,0,0,0,0,0,0.000207147,0,0,0.000207147,0.001035733,0,0,0,0,0,0,0.000103573,0,0,0
Acinetobacter sp. CIP 101966,0.000103573,0,0.000207147,0.000207147,0.000414293,0.000103573,0.000103573,0,0,0.000207147,0,0.000207147,0.000103573,0.000103573,0,0,0,0,0.001139306,0,0,0,0,0,0,0.000207147,0.000207147,0,0.000207147,0.000103573,0.000207147,0.000103573,0,0.000207147,0.000103573,0,0.000103573,0.000103573,0.00031072,0.000414293,0,0,0.000103573,0,0.000414293,0,0,0,0,0,0,0,0,0.000103573,0,0.000103573,0,0.000207147,0.000103573,0,0.000207147,0.000103573,0.000207147,0.000207147,0,0.00031072,0,0.00062144,0.000103573,0,0,0.000103573,0,0.000103573,0,0,0.000103573,0,0.000103573,0.000103573,0.000103573,0,0,0,0,0.000103573,0,0,0.000103573,0,0.000103573,0,0.000414293,0,0,0.000207147,0.000103573,0,0.000103573,0.000207147,0.000517866,0.000103573,0,0.000517866,0.00031072,0.000207147,0.000103573,0.00031072,0.000103573,0,0,0,0,0.000207147,0,0.000207147,0,0.000103573,0.000103573,0.000103573,0.000414293,0.000103573,0.000103573,0.000207147,0.000207147,0.000103573,0,0,0.000103573,0.000207147,0,0.000103573,0,0,0,0.004660798,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0.000103573,0,0,0.000103573,0.000207147,0,0.000103573,0.000207147,0.00031072,0,0.000103573,0.000207147,0,0,0.000103573,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0.000103573,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0.000207147,0,0.000103573,0,0,0,0.000103573,0,0,0.002278612,0,0,0.002071466,0,0,0,0,0,0,0,0.000517866,0,0,0,0,0.003625065,0,0.000207147,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0.00062144,0.000103573,0.000207147,0,0.001139306,0,0.000103573,0,0,0,0,0,0.000103573,0,0.000103573
Actinomyces_Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207147,0
Adlercreutzia_Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001967892,0,0.000103573,0.006835836,0,0.000103573,0,0,0.000103573,0,0,0.000103573,0,0,0.000103573,0,0.000103573,0,0,0,0.000103573,0,0,0,0.000103573,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0.00031072,0,0.000103573,0,0,0.000103573,0,0,0.000103573,0,0,0,0.000103573,0,0,0,0,0.000414293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031072,0.000103573,0,0.000207147,0,0,0,0,0.000103573,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0.000207147,0,0,0,0.000103573,0.000103573,0,0,0.000103573,0,0,0,0.000207147,0,0,0,0,0,0.000103573,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207147,0,0,0.000103573,0,0,0,0,0,0,0,0.000207147,0,0,0,0,0,0,0,0,0.000414293,0,0,0,0,0,0,0,0,0,0.000103573,0.000103573,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0.000207147,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0.000103573,0.000103573,0.000103573,0.000103573,0,0,0.000103573,0,0,0.000207147,0.000103573,0,0.000414293,0.000103573,0,0,0.00031072,0.000414293,0,0.00031072,0.000414293,0.000517866,0.000207147,0,0,0,0.000517866,0.000207147,0.003314345,0.000103573,0.00031072,0.00031072,0,0,0,0.000207147,0,0,0,0,0,0.000103573,0,0,0.00031072,0.000517866,0.000103573,0,0.00031072,0.000207147
Agathobacter_Unclassified,0.018125324,0.015018125,0.038425686,0.044018643,0.002175039,0.016157431,0.010875194,0.009735888,0.034697048,0.021957535,0.031382703,0.002796479,0.015432418,0.004660798,0.001035733,0.001242879,0.004660798,0.003935785,0.101812532,0.035111341,0.001864319,0.036250647,0.001553599,0.001657172,0.078612118,0.00693941,0.03158985,0.00062144,0.009632315,0.003832211,0.025996893,0.010771621,0.211289487,0.003210772,0.009218022,0.001657172,0.046607975,0.000828586,0.030864837,0.015432418,0.001864319,0.004557224,0.002485759,0.050025893,0.053443811,0.001553599,0.003521491,0.004039358,0.00093216,0.015743138,0.008078716,0.012428793,0.002692905,0.000828586,0.001760746,0.009321595,0.001967892,0.001139306,0.002071466,0.020611082,0.016571724,0.055825997,0.015846712,0.007250129,0.057483169,0.002589332,0.126670119,0.026411186,0.027654065,0.010150181,0.001346453,0.010875194,0.025789746,0.071672708,0.017814604,0.010771621,0.018436044,0.010875194,0.014500259,0.001864319,0.006421543,0.006732263,0.09290523,0.002071466,0.011910927,0.001864319,0.022578975,0.007767996,0.010978767,0.003210772,0.005489384,0.004557224,0.033143449,0.0872087,0.066494045,0.038943553,0.001139306,0.155152771,0.001760746,0.007042983,0.008907302,0.002278612,0.003003625,0.035422061,0.012532367,0.023925427,0.001553599,0.003832211,0.003625065,0.001967892,0.009528742,0.001553599,0.001864319,0.002278612,0.016986018,0.02527188,0.024754013,0.008078716,0.016261005,0.027446919,0.004246504,0.120041429,0.003625065,0.027446919,0.006835836,0.002900052,0.008389436,0.001760746,0.04360435,0.017193164,0.010046608,0.001967892,0.011393061,0.007250129,0.000103573,0.002796479,0.001035733,0.023511134,0.000103573,0.001346453,0.000207147,0.008389436,0.008803729,0.109580528,0.000103573,0.004453651,0.001450026,0.003314345,0.014603832,0.02527188,0.00600725,0.00031072,0.007457276,0.001139306,0.00600725,0.003314345,0.000725013,0.001242879,0.031071983,0.007975142,0.017814604,0.004764371,0.005075091,0.000828586,0.009943035,0.010253755,0.022371828,0.000414293,0.002071466,0.003210772,0.143966857,0.076747799,0.015535992,0.017814604,0.011289487,0.01833247,0.111134127,0.019161056,0.03127913,0.119316416,0.001242879,0.022061108,0.007250129,0.000828586,0.004142931,0.09321595,0.140445365,0.003107198,0.003107198,0.000828586,0.031175557,0.004971517,0.036872087,0.004660798,0.002485759,0.016571724,0.002900052,0.014500259,0.011600207,0.008182289,0.001967892,0.023511134,0.040393578,0.003107198,0.000828586,0.027032626,0.002071466,0.009735888,0.001242879,0.000828586,0.007664423,0.003728638,0.010668048,0.00693941,0.035422061,0.00062144,0.010046608,0.001760746,0.015018125,0.004350078,0.010253755,0.008078716,0.001450026,0.004142931,0.001967892,0.00538581,0.012428793,0.004764371,0.001242879,0.00600725,0.011082341,0.001553599,0.004867944,0.00631797,0.003417918,0.004867944,0.001553599,0.001553599,0.013464526,0.002589332,0.006421543,0.059554635,0.01802175,0.000828586,0.029829104,0.002071466,0.021336095,0.017193164,0.012221647,0.001242879,0.001967892,0.00538581,0.019368203,0.012221647,0.014707405,0.010668048,0.001967892,0.003314345,0.016468151,0.007664423,0.002485759,0.00093216,0.001450026,0.001760746,0.002485759,0.00662869,0.027550492,0.054065251,0.020507509,0.006732263,0.001864319,0.001553599,0.002900052,0.023925427,0.008285862,0.002278612,0.004039358,0.011393061,0.001242879,0.005282237,0.002589332,0.003003625,0.002485759,0.003728638,0.035007768,0.007353703,0,0.070636976,0.000725013,0.039254272,0.009632315,0,0.001139306,0,0.003314345,0.04453651,0.00093216,0.003107198,0.057276023,0.007767996,0.016571724,0.024546867,0.001657172,0.005592957,0.011185914,0,0.012428793,0.076126359,0.076229933,0,0,0.000725013,0.007975142,0.010875194,0,0.041429311,0.01170378,0.00569653,0.006110823,0.000414293,0.0375971,0,0.004246504,0,0,0.000103573,0,0.001035733,0,0,0,0.023303988,0.007664423,0.098291041,0.016053858,0.00031072,0.005178664
Agathobacter_uncultured bacterium,0.000725013,0.000725013,0.000517866,0.001035733,0.001657172,0.00031072,0,0.00031072,0.000725013,0.001139306,0.001346453,0.00062144,0.000517866,0.000103573,0.000103573,0.000517866,0.000517866,0.000414293,0.00062144,0.002071466,0.001657172,0.000414293,0,0.00031072,0.002692905,0.000207147,0.001035733,0,0.000725013,0,0.00093216,0.00093216,0.00600725,0.001139306,0,0.000207147,0.000517866,0.000517866,0.00093216,0.00031072,0.000103573,0.000103573,0.000103573,0.003832211,0.002485759,0.000207147,0,0.000103573,0.000207147,0.000517866,0.00031072,0.000517866,0.00031072,0.000103573,0.000414293,0.000828586,0,0.000207147,0.000207147,0.000207147,0.00031072,0.005592957,0.002175039,0.000103573,0.000828586,0.00093216,0.001967892,0.00093216,0.00031072,0,0,0.00093216,0.00062144,0.001553599,0.000828586,0.001967892,0.002485759,0.001035733,0.000517866,0.000103573,0.000517866,0.000828586,0.000725013,0.003417918,0.000207147,0.000207147,0.000414293,0.00031072,0.00062144,0.000207147,0.00031072,0.000103573,0.001864319,0.003625065,0.004246504,0.000517866,0.000414293,0.002900052,0.00093216,0.00062144,0.000103573,0.000414293,0.000414293,0.001139306,0.001346453,0.000517866,0.000414293,0.001035733,0.000103573,0,0.001242879,0.000207147,0.000103573,0.00031072,0.00031072,0.000207147,0.001553599,0.000517866,0.001139306,0.000725013,0.00031072,0.003210772,0.000828586,0.000828586,0.00031072,0.000207147,0.00031072,0,0.001657172,0.001346453,0.005075091,0.000828586,0.000725013,0.00062144,0,0.00062144,0.001242879,0.00093216,0.002900052,0.000517866,0.000103573,0.000517866,0.00031072,0.002692905,0,0.00062144,0,0.00062144,0.001035733,0.002278612,0.00031072,0,0.00031072,0.001139306,0.000725013,0.000207147,0.000207147,0.000103573,0.000414293,0.001760746,0.00031072,0.000207147,0.002796479,0,0.001760746,0.000517866,0.000725013,0,0.000207147,0.00031072,0.001450026,0.003832211,0.001035733,0.000828586,0.00093216,0.001346453,0.002485759,0.001346453,0.001450026,0.001450026,0.000725013,0.00062144,0.000414293,0.00031072,0.000103573,0.001864319,0.001760746,0.00031072,0.000414293,0,0.000517866,0.001657172,0.001760746,0.001035733,0,0.00062144,0.000207147,0.00093216,0.00031072,0.00062144,0.00031072,0.001450026,0.003417918,0.000207147,0,0.00062144,0.000207147,0,0.000103573,0.000207147,0.002071466,0.000103573,0.00031072,0.000207147,0.001346453,0,0.000207147,0,0.001035733,0.000103573,0.000207147,0.001035733,0.001657172,0.000207147,0,0.000414293,0.00031072,0.000103573,0,0.002071466,0.001242879,0,0.000517866,0.002485759,0.000207147,0.000414293,0.000207147,0.00031072,0.000828586,0.000207147,0.00031072,0.001346453,0.001864319,0,0.002071466,0.000517866,0.000828586,0.001346453,0,0,0.000207147,0.00062144,0.001657172,0.000414293,0.000828586,0.000207147,0,0.00093216,0.001139306,0.00031072,0.000207147,0.002278612,0.000103573,0,0,0.000828586,0.00093216,0.001242879,0.00093216,0.000207147,0.00031072,0,0.00031072,0.00062144,0.000414293,0.00031072,0.00062144,0.00031072,0,0.000103573,0.00031072,0,0.000517866,0.00062144,0.003728638,0,0,0.001864319,0.00031072,0.002278612,0.001967892,0,0,0,0.001450026,0.000207147,0.001760746,0.000828586,0.001346453,0.001346453,0.000207147,0.002485759,0.000828586,0.00031072,0.000207147,0,0.001242879,0.010357328,0,0.00031072,0,0.001346453,0.000828586,0.001035733,0,0.00093216,0.001760746,0.000103573,0.000517866,0,0,0,0.000725013,0,0,0.000207147,0,0,0.000103573,0,0,0.001450026,0.00093216,0.005592957,0.002589332,0.000517866,0
Agathobacter_uncultured organism,0,0,0.000103573,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207147,0,0,0.00031072,0,0,0.00031072,0.000103573,0.000103573,0,0,0.000103573,0.000103573,0,0.000517866,0,0.000103573,0,0,0,0,0,0,0,0,0,0.00031072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0.000207147,0,0,0,0.000103573,0,0.000207147,0,0,0.000103573,0,0,0,0,0,0.000103573,0,0,0.000103573,0.000103573,0.000414293,0,0,0,0.000103573,0,0,0,0,0,0.000103573,0.000103573,0.000103573,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0.000207147,0.000103573,0,0,0,0,0,0,0.000103573,0.000103573,0,0,0,0.000103573,0,0.00031072,0,0,0,0,0.000207147,0,0,0,0,0,0,0,0,0,0.000207147,0,0,0.000103573,0.000103573,0,0,0.000207147,0,0,0.000103573,0,0,0.000103573,0,0.000103573,0,0,0.000517866,0,0.000103573,0.000207147,0,0.000103573,0,0,0.000103573,0.000207147,0.00031072,0,0,0,0,0,0.000103573,0,0.000103573,0,0,0.000207147,0,0,0,0.000207147,0.000207147,0,0,0,0,0,0,0,0,0,0.000103573,0.000103573,0.000207147,0,0,0.000103573,0.000103573,0,0,0.000103573,0,0.000103573,0,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0.000103573,0,0,0.00031072,0,0,0.000207147,0,0.000103573,0.000207147,0,0.000103573,0,0,0,0,0,0,0,0.000103573,0.000103573,0,0.000207147,0,0.000103573,0,0,0,0,0.000103573,0.000103573,0,0,0,0,0,0,0,0,0.000103573,0,0,0,0,0,0,0.00031072,0,0,0.00031072,0,0,0,0,0,0,0,0.000103573,0,0,0.000517866,0.000207147,0,0,0.000103573,0,0,0,0,0.000103573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103573,0.000725013,0,0,0
Akkermansia muciniphila,0.000103573,0,0,0,0.000103573,0,0.00031072,0.000207147,0,0,0,0.000103573,0.000103573,0.000207147,0,0,0.000414293,0,0,0,0.00031072,0.000103573,0,0,0,0.001242879,0,0,0.000103573,0.001657172,0,0,0,0.024443294,0.000103573,0.000103573,0.000103573,0,0,0.000103573,0,0.02589332,0.002485759,0.000207147,0.000103573,0.000207147,0,0.000414293,0.000103573,0.000207147,0,0.001864319,0.000207147,0,0.00093216,0,0.000207147,0.000103573,0.000103573,0.000103573,0.000103573,0,0,0.000103573,0,0.16841015,0.00031072,0.00062144,0.001035733,0.00031072,0.000207147,0.00062144,0.000207147,0.000414293,0.000103573,0.000103573,0.000517866,0.000414293,0.00031072,0.000414293,0.002175039,0.000414293,0.000103573,0.002278612,0.000103573,0.00031072,0.000207147,0.001967892,0.000103573,0,0.001864319,0.003625065,0.00031072,0.000103573,0.000103573,0.000103573,0.00031072,0.000414293,0.000414293,0.000414293,0.000414293,0.000207147,0.000207147,0.012221647,0.000207147,0.000207147,0.000103573,0.000517866,0.000725013,0.00093216,0.000207147,0.00031072,0.000517866,0.000414293,0.000103573,0.000207147,0.00031072,0.000414293,0.000517866,0.00062144,0.00031072,0.00031072,0.000103573,0.00031072,0.00031072,0.000207147,0.000725013,0,0.013982393,0.000103573,0,0,0,0.001553599,0.000103573,0,0.000103573,0,0.000828586,0.000207147,0.000103573,0,0.005489384,0.000103573,0,0.01263594,0.001760746,0,0,0,0.000517866,0,0.000103573,0,0.000517866,0.000103573,0.000207147,0,0.000725013,0,0,0.00031072,0.001450026,0.000103573,0,0,0,0.000207147,0.000103573,0,0,0,0.000103573,0,0,0.003728638,0.000414293,0,0,0,0.000207147,0.000103573,0,0.000103573,0,0,0,0.000103573,0.008389436,0.002278612,0,0.001346453,0.000103573,0.000207147,0,0.000103573,0.000103573,0.000103573,0.000207147,0.00093216,0.000414293,0.074779907,0.000828586,0.00031072,0.000414293,0.00031072,0,0.000103573,0,0,0.000103573,0.000207147,0.000517866,0.000103573,0.000207147,0.000207147,0,0.000207147,0.001035733,0,0.00031072,0.000414293,0,0,0.000207147,0,0,0.000103573,0.002175039,0.00031072,0.001139306,0,0.000103573,0,0.000414293,0.000207147,0.000207147,0,0.000103573,0.000207147,0,0.000414293,0.000103573,0.000103573,0.000103573,0,0,0.000103573,0,0.000103573,0.000207147,0.015328845,0.000103573,0.00031072,0.000725013,0.000517866,0.00093216,0.000103573,0.001139306,0.000103573,0.00031072,0.000103573,0.000103573,0.000103573,0.000517866,0.000103573,0,0.000725013,0.000103573,0.00031072,0.00062144,0.00031072,0.000414293,0.000725013,0.00062144,0.000517866,0.000207147,0.000103573,0.001139306,0.00031072,0.000207147,0.006110823,0.002175039,0.000103573,0.000207147,0.000414293,0,0.000414293,0,0.010357328,0,0,0,0,0,0,0.000103573,0,0,0,0.001967892,0,0,0.000725013,0.005075091,0,0.00031072,0,0.00569653,0.000103573,0,0,0.00031072,0,0,0,0.004350078,0,0,0,0.00062144,0,0,0,0,0,0,0,0,0,0,0,0.023718281,0,0,0,0
